path,type,review_level,date_or_scope,parse_check,dimensions,baseline_sha256,reviewed_sha256,active_doc_refs,relative_link_errors,disposition,limitations
docs/archive/2026-07-14-shell-kit-readme.md,md,historical-metadata,2026-07-14,text-readable,,c03a99de4b0c2f6ea2ae7019550425069eb4b8726110e01cd36660dc1451e3ce,c03a99de4b0c2f6ea2ae7019550425069eb4b8726110e01cd36660dc1451e3ce,,8,retained-frozen,"Date/status/source scope and relative links reviewed; historical behavior not revalidated. Frozen original-location links do not resolve after archiving; mapped in archive index, not rewritten."
docs/archive/2026-07-14-shell-kit-troubleshooting.md,md,historical-metadata,2026-07-14,text-readable,,9deca8e35ada2c02d9f30d35d2651176bf48b1d78ffb2aab5ce4d2a5511c421c,9deca8e35ada2c02d9f30d35d2651176bf48b1d78ffb2aab5ce4d2a5511c421c,,2,retained-frozen,"Date/status/source scope and relative links reviewed; historical behavior not revalidated. Frozen original-location links do not resolve after archiving; mapped in archive index, not rewritten."
docs/archive/2026-07-25-superpowers-spec-usage-scorecard-followups.md,md,historical-metadata,2026-07-25,text-readable,,f6c59af4d4791ef0227fea7d90fa943d63de4f4d2cf3abf71ce9c6238bc75162,f6c59af4d4791ef0227fea7d90fa943d63de4f4d2cf3abf71ce9c6238bc75162,,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-07-25-superpowers-spec-usage-scorecard.md,md,historical-metadata,2026-07-25,text-readable,,2311fc66da7ca2de8b988554d324fed4e7007b8034b3a92b8d440f5522380592,2311fc66da7ca2de8b988554d324fed4e7007b8034b3a92b8d440f5522380592,docs/adr/0009-usage-scorecard-local-transcript-analytics.md,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-07-25-usage-scorecard-followups.md,md,historical-metadata,2026-07-25,text-readable,,347195dd4f2fcdc3666c04b67b30a1f56bc2d7fece9abdf6ebeb2dbb09dc9c35,347195dd4f2fcdc3666c04b67b30a1f56bc2d7fece9abdf6ebeb2dbb09dc9c35,,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-08-13-artifact-host-provider-consistency.html,html,historical-metadata,2026-08-13,text-readable,,87e5fffb79d6add92b5990b4930f0cda71649b5d2ce6da840f4e8bce22c12fbb,87e5fffb79d6add92b5990b4930f0cda71649b5d2ce6da840f4e8bce22c12fbb,,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-08-14-artifact-adapter-contract-dossier.html,html,historical-metadata,2026-08-14,text-readable,,e81e1b410ffe3506b27b5943e2aa04e76e99178c2beda2b27beef068980dcda9,e81e1b410ffe3506b27b5943e2aa04e76e99178c2beda2b27beef068980dcda9,docs/adr/0031-capability-graduation-and-upstream-requests.md,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-08-16-artifact-host-extensibility-explainer.html,html,historical-metadata,2026-08-16,text-readable,,ae3e699514b07b6553da3e06063350ecdf718963aa7a84ebd5a3f02fcb1a6794,ae3e699514b07b6553da3e06063350ecdf718963aa7a84ebd5a3f02fcb1a6794,docs/adr/0031-capability-graduation-and-upstream-requests.md,2,retained-frozen,"Date/status/source scope and relative links reviewed; historical behavior not revalidated. Frozen original-location links do not resolve after archiving; mapped in archive index, not rewritten."
docs/archive/2026-08-25-swarm-prompt-issue-110-model-lifecycle.md,md,historical-metadata,2026-08-25,text-readable,,39f0ef938532e07200b3bf8c75c042ef92e81456e72b624393ab203c8cbd2610,39f0ef938532e07200b3bf8c75c042ef92e81456e72b624393ab203c8cbd2610,,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-08-28-superpowers-plan-scorecard-matrix-a.md,md,historical-metadata,2026-08-28,text-readable,,a6637356a8e1a395bdfb3f61d8d9f9292f130ac6da7b8556ebcd286b8942ed4e,a6637356a8e1a395bdfb3f61d8d9f9292f130ac6da7b8556ebcd286b8942ed4e,docs/adr/0038-consistent-cross-host-session-metrics.md,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-08-29-superpowers-spec-prompts-view-design.md,md,historical-metadata,2026-08-29,text-readable,,bd1d994bc51fd9c61474a8143c8807ce56f3946cb771e93cbdc9eccf9a314f50,bd1d994bc51fd9c61474a8143c8807ce56f3946cb771e93cbdc9eccf9a314f50,,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-08-31-superpowers-spec-coaching-panel-redesign.md,md,historical-metadata,2026-08-31,text-readable,,5793ff22101fffe15a7229d0a5ddff20c22706c761107c4e453671c6b6988657,5793ff22101fffe15a7229d0a5ddff20c22706c761107c4e453671c6b6988657,,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-09-04-design-maintenance-overhaul-acceptance-criteria.md,md,historical-metadata,2026-09-04,text-readable,,a9933e3625f1b922760a7c2654be1cee479ad4b44f3149518c2f36af72d2aa14,a9933e3625f1b922760a7c2654be1cee479ad4b44f3149518c2f36af72d2aa14,,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-09-04-design-maintenance-overhaul-discovery-and-scan-policy.md,md,historical-metadata,2026-09-04,text-readable,,482452a4ffe62ad0e648b53839345c7b443fa33f48b6917bf6fc25a0bda754d4,482452a4ffe62ad0e648b53839345c7b443fa33f48b6917bf6fc25a0bda754d4,,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-09-04-design-maintenance-overhaul-domain-model.md,md,historical-metadata,2026-09-04,text-readable,,21a9aadc438f0bdc5862ecd245c20e8666528420ff563843cdb9ac5fc43a86ce,21a9aadc438f0bdc5862ecd245c20e8666528420ff563843cdb9ac5fc43a86ce,,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-09-04-design-maintenance-overhaul-experience-specification.md,md,historical-metadata,2026-09-04,text-readable,,b660f136d6b413ecf3abec6855eacc8dc38607c42adbb1fa136cfa805dac113d,b660f136d6b413ecf3abec6855eacc8dc38607c42adbb1fa136cfa805dac113d,docs/adr/0048-inventory-led-maintenance-resource-management.md,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-09-04-design-maintenance-overhaul-migration-plan.md,md,historical-metadata,2026-09-04,text-readable,,80be021bcfe6da762a316e977e49bddbf7bb3ee0b5185eaab47218a65418ef11,80be021bcfe6da762a316e977e49bddbf7bb3ee0b5185eaab47218a65418ef11,docs/adr/0048-inventory-led-maintenance-resource-management.md,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-09-04-design-maintenance-overhaul-overview.md,md,historical-metadata,2026-09-04,text-readable,,dfc83503113c8f685675f4d9e3a9991be3ab15483a89d4953f8a49ee47bf424c,dfc83503113c8f685675f4d9e3a9991be3ab15483a89d4953f8a49ee47bf424c,docs/adr/0048-inventory-led-maintenance-resource-management.md,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-09-04-design-maintenance-overhaul-provider-and-action-policy.md,md,historical-metadata,2026-09-04,text-readable,,9b42aa6c7a15f5e447935529eac0ec42880a3228a7341da627138cf011d9b400,9b42aa6c7a15f5e447935529eac0ec42880a3228a7341da627138cf011d9b400,,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-09-07-validation-maintenance-option-a.md,md,historical-metadata,2026-09-07,text-readable,,67780f64db060c22f284c0d7ce362553bfdcec23bbbf1833849fcc0672b9ecaa,67780f64db060c22f284c0d7ce362553bfdcec23bbbf1833849fcc0672b9ecaa,,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-09-08-artifact-maintenance-progressive-inventory.html,html,historical-metadata,2026-09-08,text-readable,,4deabbf4b8ec94cb1fec4b7e84b9a4f2ed2dce13a35be06febbfdbc0904cbf08,4deabbf4b8ec94cb1fec4b7e84b9a4f2ed2dce13a35be06febbfdbc0904cbf08,,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-09-08-design-maintenance-focus-mockups.md,md,historical-metadata,2026-09-08,text-readable,,85ba31ea142bd41e0a2426f6d5d5bce18fce5d55020d0a99803f94af399fb9c9,85ba31ea142bd41e0a2426f6d5d5bce18fce5d55020d0a99803f94af399fb9c9,docs/adr/0048-inventory-led-maintenance-resource-management.md,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-09-08-design-maintenance-language-coverage.md,md,historical-metadata,2026-09-08,text-readable,,b38dd41d4ca2e592891b8d8bc99f0157fc58fd9dc911551fc38eba3a38ca5850,b38dd41d4ca2e592891b8d8bc99f0157fc58fd9dc911551fc38eba3a38ca5850,,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-09-08-design-maintenance-project-metadata-adapters.md,md,historical-metadata,2026-09-08,text-readable,,bba81dd8e3f59aca3f7516303cc33b236c7b3a16f11632d2ab57955b08fd3258,bba81dd8e3f59aca3f7516303cc33b236c7b3a16f11632d2ab57955b08fd3258,,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/2026-09-08-validation-maintenance-focus.md,md,historical-metadata,2026-09-08,text-readable,,797948a60756291378add1a86a3398b164d479551ce77c50e3036bbc31295852,797948a60756291378add1a86a3398b164d479551ce77c50e3036bbc31295852,docs/DASHBOARD.md;docs/MAINTENANCE.md;docs/adr/0048-inventory-led-maintenance-resource-management.md;docs/adr/README.md,0,retained-frozen,Date/status/source scope and relative links reviewed; historical behavior not revalidated.
docs/archive/README.md,md,historical-metadata,2026-07-14,text-readable,,325e1bc393653a11e72db170252c3007458ea5e9062999999e4b8ff2c547af4e,df3eb99dbf4a87f8cfac282b2c697729f380baa3ed58dbda4406a0c76e7e250d,docs/LOCAL-MODEL-VALIDATION.md;docs/TROUBLESHOOTING.md;docs/adr/0039-prompts-intelligence.md,0,index-boundary-strengthened,Original archive facts unchanged; inert plans/commands and scope-specific successor boundary emphasized.
docs/assets/about-tab-mock.html,html,prototype-metadata,not separately dated,text-readable,,0b4f9b549fc509f84ef6569b084edb8b0add8ead70f73d081845bb0b9209fcc8,0b4f9b549fc509f84ef6569b084edb8b0add8ead70f73d081845bb0b9209fcc8,docs/adr/0026-about-component-directory.md;docs/assets/README.md,0,retained-prototype,HTML title identifies design mock; not current production markup or live data; documented in new asset index.
docs/assets/system-tab-mock.html,html,prototype-metadata,not separately dated,text-readable,,1b907bac2dc84d8ded3e5e5dcf88865aaa307d9a33f3c0fd6734bc847d744bec,1b907bac2dc84d8ded3e5e5dcf88865aaa307d9a33f3c0fd6734bc847d744bec,docs/adr/0025-machine-footprint-metrics.md;docs/assets/README.md,0,retained-prototype,HTML title identifies design mock; not current production markup or live data; documented in new asset index.
docs/assets/transcript-mask-truncate.svg,svg,current-diagram-source-review,not separately dated,XML parsed,,e667320c3da8897002c73be0e1a8cbaa4c2c3e24331997e66638a2a82ab1b884,e667320c3da8897002c73be0e1a8cbaa4c2c3e24331997e66638a2a82ab1b884,docs/TRANSCRIPTS.md;docs/assets/README.md,0,retained-explanatory,"Text compared with current usage-index/parsers/aggregate/classifier; simplified JSONL or classifier illustration, not telemetry evidence."
docs/assets/transcript-pipeline.svg,svg,current-diagram-source-review,not separately dated,XML parsed,,28ac179d32231a06024ed8d562751277189684cd15b7bd1a6f1beb394ced2ac5,11b70488fe5b5fe069349c181618dd5de0270cf6ca8bdb3b3573dc0cd55af25e,docs/TRANSCRIPTS.md;docs/assets/README.md,0,text-corrected,Corrected missing SQLite/child-ID route and Codex provenance/author distinction; XML plus browser-render legibility checked.
docs/assets/transcript-read-paths.svg,svg,current-diagram-source-review,not separately dated,XML parsed,,ac400b6c037751932b04ebe0d3e8a72d89ad9c76a92f6d693d0c91cc5458de03,ac400b6c037751932b04ebe0d3e8a72d89ad9c76a92f6d693d0c91cc5458de03,docs/TRANSCRIPTS.md;docs/assets/README.md,0,retained-explanatory,"Text compared with current usage-index/parsers/aggregate/classifier; simplified JSONL or classifier illustration, not telemetry evidence."
docs/assets/transcript-turn-attribution.svg,svg,current-diagram-source-review,not separately dated,XML parsed,,46f0b5794635e012ff439df4fef7dacc88caae3ed3d43dc18cd9a6c8a03ef2b7,5338e55e172248e4f8b564fe3405f4d0a6506c74306fe64831c18beb0bc6f804,docs/TRANSCRIPTS.md;docs/assets/README.md,0,text-corrected,Corrected missing SQLite/child-ID route and Codex provenance/author distinction; XML plus browser-render legibility checked.
docs/assets/usage-classifier-confidence.svg,svg,current-diagram-source-review,not separately dated,XML parsed,,c8afee664efb9c691dd704103694bef295d77aed6b52c661df136a3bf8c17ab5,c8afee664efb9c691dd704103694bef295d77aed6b52c661df136a3bf8c17ab5,docs/USAGE-SCORECARD-METRICS.md;docs/assets/README.md,0,retained-explanatory,"Text compared with current usage-index/parsers/aggregate/classifier; simplified JSONL or classifier illustration, not telemetry evidence."
docs/assets/usage-classifier-layers.svg,svg,current-diagram-source-review,not separately dated,XML parsed,,040374c844ca8c50138e1ee9e5be285dc2353bc9631cd589f60e4e26f3805800,040374c844ca8c50138e1ee9e5be285dc2353bc9631cd589f60e4e26f3805800,docs/USAGE-SCORECARD-METRICS.md;docs/assets/README.md,0,retained-explanatory,"Text compared with current usage-index/parsers/aggregate/classifier; simplified JSONL or classifier illustration, not telemetry evidence."
docs/assets/usage-token-accounting.svg,svg,current-diagram-source-review,not separately dated,XML parsed,,4c7a2c479e04f93a6e3b5f04c48910e7de4991089f63f69a236e0eb0aaf748cb,4c7a2c479e04f93a6e3b5f04c48910e7de4991089f63f69a236e0eb0aaf748cb,docs/USAGE-SCORECARD-METRICS.md;docs/assets/README.md,0,retained-explanatory,"Text compared with current usage-index/parsers/aggregate/classifier; simplified JSONL or classifier illustration, not telemetry evidence."
docs/audits/2026-09-09-aqe-integration-repair.md,md,historical-metadata,2026-09-09,text-readable,,b766d0e368344b8c8cb2f0b1fef0bc74801dafa5c53abce4961f95ac5d29b0dc,b766d0e368344b8c8cb2f0b1fef0bc74801dafa5c53abce4961f95ac5d29b0dc,,0,retained-frozen,"Dated scoped audit/proposal; status such as uncommitted describes capture time, not current worktree. New audit index establishes non-authority."
docs/audits/2026-09-09-memory-brain-alignment.md,md,historical-metadata,2026-09-09,text-readable,,b90fbd75a65c37f89e0d7f5f949b7104abe6d8927f43fe41ab6faf9e5f6780b4,b90fbd75a65c37f89e0d7f5f949b7104abe6d8927f43fe41ab6faf9e5f6780b4,,0,retained-frozen,"Dated scoped audit/proposal; status such as uncommitted describes capture time, not current worktree. New audit index establishes non-authority."
docs/audits/2026-09-09-ruflo-cross-host-alignment.md,md,historical-metadata,2026-09-09,text-readable,,dd5f564dcb8cc42971e8b38ad49c020ec6a470f6d9a42046e33f28e8a0a9d29a,dd5f564dcb8cc42971e8b38ad49c020ec6a470f6d9a42046e33f28e8a0a9d29a,,0,retained-frozen,"Dated scoped audit/proposal; status such as uncommitted describes capture time, not current worktree. New audit index establishes non-authority."
docs/audits/2026-09-09-ruflo-remediation.md,md,historical-metadata,2026-09-09,text-readable,,b0569fb518bdbe2ab57a64ba870ecdaac369ee60e873c79e631ee8dc5e20dcbb,b0569fb518bdbe2ab57a64ba870ecdaac369ee60e873c79e631ee8dc5e20dcbb,,0,retained-frozen,"Dated scoped audit/proposal; status such as uncommitted describes capture time, not current worktree. New audit index establishes non-authority."
docs/audits/codex-hooks-audit-2026-09-01.md,md,historical-metadata,2026-09-01,text-readable,,168f041de658869189f8f83e94de666bf1c76ab3cd4d5bf835d0be6bc469d4ef,168f041de658869189f8f83e94de666bf1c76ab3cd4d5bf835d0be6bc469d4ef,docs/adr/0040-codex-hook-audit-and-conservative-remediation.md,0,retained-frozen,"Dated scoped audit/proposal; status such as uncommitted describes capture time, not current worktree. New audit index establishes non-authority."
docs/audits/codex-hooks-inventory-2026-09-01.json,json,historical-metadata,2026-09-01,JSON parsed,,d74010530d40dbab045c0480c170f73f11a1a33a49d8b513519a37f186635059,d74010530d40dbab045c0480c170f73f11a1a33a49d8b513519a37f186635059,,0,retained-frozen,"Parsed recorded source/schema/date keys; original digests/results retained, not re-signed against current source."
docs/audits/codex-hooks-remediation-2026-09-01.md,md,historical-metadata,2026-09-01,text-readable,,b8c8aab4f6a1f21b5132307fc9994be189f4abb92fbf93e485428cda005305a9,b8c8aab4f6a1f21b5132307fc9994be189f4abb92fbf93e485428cda005305a9,,0,retained-frozen,"Dated scoped audit/proposal; status such as uncommitted describes capture time, not current worktree. New audit index establishes non-authority."
docs/audits/context-startup-stop-audit-2026-09-02.md,md,historical-metadata,2026-09-02,text-readable,,2fbea205ad976c548633524792d2f827c2fa7efd5d78d5c742ef62a77dcd4ba1,2fbea205ad976c548633524792d2f827c2fa7efd5d78d5c742ef62a77dcd4ba1,,0,retained-frozen,"Dated scoped audit/proposal; status such as uncommitted describes capture time, not current worktree. New audit index establishes non-authority."
docs/audits/host-neutral-hook-healing-2026-09-02.md,md,historical-metadata,2026-09-02,text-readable,,85cfd464ab50c989b0868a99080b885e283f795305d340604bff2bac1322fa27,85cfd464ab50c989b0868a99080b885e283f795305d340604bff2bac1322fa27,,0,retained-frozen,"Dated scoped audit/proposal; status such as uncommitted describes capture time, not current worktree. New audit index establishes non-authority."
docs/audits/host-neutral-hooks-follow-up-2026-09-01.md,md,historical-metadata,2026-09-01,text-readable,,21dd8a19499deda3a4c2c7c6ed8557fabd997887ce2ca6fd4e381408291fbce6,21dd8a19499deda3a4c2c7c6ed8557fabd997887ce2ca6fd4e381408291fbce6,docs/adr/0041-host-neutral-hook-configuration-assurance.md,0,retained-frozen,"Dated scoped audit/proposal; status such as uncommitted describes capture time, not current worktree. New audit index establishes non-authority."
docs/audits/host-neutral-hooks-report-2026-09-01.json,json,historical-metadata,2026-09-01,JSON parsed,,2f4f0bca27b4bd29d59b8c703cf888aa8a620b097f8b6246695c367f1e339ec8,2f4f0bca27b4bd29d59b8c703cf888aa8a620b097f8b6246695c367f1e339ec8,,0,retained-frozen,"Parsed recorded source/schema/date keys; original digests/results retained, not re-signed against current source."
docs/evidence/aqe-repair-source-receipt-2026-09-09.json,json,historical-metadata,2026-09-09,JSON parsed,,cb0f2dd9e34239cf4e2840ccbd9af221bfa303d9b6431e0d5eb9dccf43f1835e,cb0f2dd9e34239cf4e2840ccbd9af221bfa303d9b6431e0d5eb9dccf43f1835e,,0,retained-frozen,"Parsed recorded source/schema/date keys; original digests/results retained, not re-signed against current source."
docs/evidence/claude-2.1.266-hook-timeouts.md,md,dated-evidence-boundary,not separately dated,text-readable,,679ae7360fa4b8b49942a88f894e2ddb12daf514b13c33f61931ce06ed08b28e,679ae7360fa4b8b49942a88f894e2ddb12daf514b13c33f61931ce06ed08b28e,,0,retained-scoped-proof,"Reviewed exact date/artifact/version or fixture limits; no runtime benchmark, paid session, release or broad capability proof rerun."
docs/evidence/codex-context-0.153.4.md,md,dated-evidence-boundary,not separately dated,text-readable,,c66102ac5371c78d19e06de065d1bad13b46a298f75489635f87d4b769441a65,c66102ac5371c78d19e06de065d1bad13b46a298f75489635f87d4b769441a65,docs/CODEX-STATUSLINE.md,0,retained-scoped-proof,"Reviewed exact date/artifact/version or fixture limits; no runtime benchmark, paid session, release or broad capability proof rerun."
docs/evidence/dashboard-project-context/README.md,md,dated-evidence-boundary,not separately dated,text-readable,,570ae0b5ed3f685508f069fdc05ff2b9278075cbff13aab3999d01d445c27f6b,31e225d46d882ab862b67a40888d8eb5499a2214be3e508e36620ffc977b53c0,,0,scope-header-added,Capture/source baseline and deterministic-fixture scope clarified; screenshots unchanged.
docs/evidence/dashboard-project-context/context-390.png,png,image-metadata-only,2026-09-09 PR210 fixture (set README),PNG signature/chunks/CRC/zlib valid,390x900,74e70427d7c9a26e971f9ef4c9c9a0b3320ca40f23ee7124402678ed535bd58a,74e70427d7c9a26e971f9ef4c9c9a0b3320ca40f23ee7124402678ed535bd58a,,0,retained-dated-fixture,PR210 deterministic fixture screenshot; not a fresh issue211 UI test or current machine observation.
docs/evidence/dashboard-project-context/context-768.png,png,image-metadata-only,2026-09-09 PR210 fixture (set README),PNG signature/chunks/CRC/zlib valid,768x900,7e60c3d81a829c1bf5e094e9f69380159fe6e8d6485719e7f22cac4781e4a662,7e60c3d81a829c1bf5e094e9f69380159fe6e8d6485719e7f22cac4781e4a662,,0,retained-dated-fixture,PR210 deterministic fixture screenshot; not a fresh issue211 UI test or current machine observation.
docs/evidence/dashboard-project-context/context-desktop.png,png,image-metadata-only,2026-09-09 PR210 fixture (set README),PNG signature/chunks/CRC/zlib valid,1440x1050,0027f53ca09ff806740d2c802765c7e9d3a10cae4be54ca97370ce693bc29f8a,0027f53ca09ff806740d2c802765c7e9d3a10cae4be54ca97370ce693bc29f8a,,0,retained-dated-fixture,PR210 deterministic fixture screenshot; not a fresh issue211 UI test or current machine observation.
docs/evidence/dashboard-project-context/context-models-desktop.png,png,image-metadata-only,2026-09-09 PR210 fixture (set README),PNG signature/chunks/CRC/zlib valid,1440x1050,f15ac88e46e40475c4dd328f2aa425339df8bfd1fa730c54f50003237cad591a,f15ac88e46e40475c4dd328f2aa425339df8bfd1fa730c54f50003237cad591a,,0,retained-dated-fixture,PR210 deterministic fixture screenshot; not a fresh issue211 UI test or current machine observation.
docs/evidence/dashboard-project-context/coverage/context-coverage-1440.png,png,image-metadata-only,2026-09-09 PR210 fixture (set README),PNG signature/chunks/CRC/zlib valid,1440x1000,8150788af7b508dd4d51fc686a1ffbaec51147622a939bc5586026221430b6a1,8150788af7b508dd4d51fc686a1ffbaec51147622a939bc5586026221430b6a1,,0,retained-dated-fixture,PR210 deterministic fixture screenshot; not a fresh issue211 UI test or current machine observation.
docs/evidence/dashboard-project-context/coverage/context-coverage-390.png,png,image-metadata-only,2026-09-09 PR210 fixture (set README),PNG signature/chunks/CRC/zlib valid,390x1739,1feef1585cda5a5f6412518aa3d625314ce7d3db78905c5c77f81662c7bc3c26,1feef1585cda5a5f6412518aa3d625314ce7d3db78905c5c77f81662c7bc3c26,,0,retained-dated-fixture,PR210 deterministic fixture screenshot; not a fresh issue211 UI test or current machine observation.
docs/evidence/dashboard-project-context/intelligence/intelligence-picker-1360.png,png,image-metadata-only,2026-09-09 PR210 fixture (set README),PNG signature/chunks/CRC/zlib valid,1360x1073,e18d7e13fbe3fc5de5b03ea1eb68af898e4e352620cd54b0e710c0dabdb0bc7f,e18d7e13fbe3fc5de5b03ea1eb68af898e4e352620cd54b0e710c0dabdb0bc7f,,0,retained-dated-fixture,PR210 deterministic fixture screenshot; not a fresh issue211 UI test or current machine observation.
