path,category,owner,baseline_bytes,baseline_sha256
docs/adr/0010-provider-mediated-quota-reads.md,architecture-decision,adrs,5375,25dec7fd9b0f32d4bc11f07fdac7badf384caecd406d7b8473814476dd56d32c
docs/adr/0011-local-model-provenance-zero-cost-and-transcript-fidelity.md,architecture-decision,adrs,21126,62df9c91f70bb157a23064a038f11fc1a03fee6f32522d486a4e2482ae3b622e
docs/adr/0012-observability.md,architecture-decision,adrs,42952,572564a3e7527afa6bed18d18532c854f8cffc3f357115665647eacebea2a12b
docs/adr/0013-admin-build-security-signals-and-honest-reach.md,architecture-decision,adrs,8718,1bd380149d54863bd677be4d26e2c56ae596314a80199796c79f0021db314f47
docs/adr/0014-dashboard-auth-and-remediation.md,architecture-decision,adrs,12752,cb8544be6eccf8b589e3e33dc8de3f75ad5c318da6d76df3f7835f4fed70af04
docs/adr/0015-managed-codex-native-statusline.md,architecture-decision,adrs,7015,7a47857e0e740c40cddde363a71ae2ceee34d8bf99ea4a83205de105576e71ce
docs/adr/0016-capability-driven-integration-adapters.md,architecture-decision,adrs,31051,2242c7badb0d93d3bee5c515a0be2a572b401383b9930fab8adf6a0d1715a155
docs/adr/0017-opencode-host.md,architecture-decision,adrs,27354,a9c3dbb6af274365c98cf47ef125cca02abf95e2e1e33e38f1b734f54b3fd24e
docs/adr/0018-generalized-host-worker-execution.md,architecture-decision,adrs,11017,3440b37d5bc0b1d900ae421dda2a37a0653494e6691ad5f97729f2475df1bfee
docs/adr/0019-escalation-in-ak-run.md,architecture-decision,adrs,5835,afdfb755e640d227efb4e6dd7b23bb83abdcb06a9891f646526cfea76ddb1bd0
docs/adr/0020-ga-stable-surfaces.md,architecture-decision,adrs,7400,499e58df8a11f05f5672abc58a7450da7e0422f1b9e4ff42b8c79d0050801668
docs/adr/0021-inference-provider-provenance.md,architecture-decision,adrs,5346,b89b16e71535cc34db63958cbd7a14f4e4cc1a7897cbe3ddad749a5ae6acd99e
docs/adr/0022-metaharness-as-optional-assurance-companion.md,architecture-decision,adrs,14548,5eb5aba39cd7b36ec602e6adf1eca9ae09b3ee7a5fe363e678cde69136225e67
docs/adr/0023-fail-closed-operations-and-explicit-degradation.md,architecture-decision,adrs,18544,105142c511eb4eeacfcd7376dc34509e563a9a2ab1a2220d6b6e146c2294c5f4
docs/adr/0024-project-intelligence-telemetry.md,architecture-decision,adrs,19283,5512fd00c7074a04079c439485cab6c7ff8fc8c3ef32b3489d598644a50a115a
docs/adr/0025-machine-footprint-metrics.md,architecture-decision,adrs,43295,6cc98812623c1f1441f0dc2fa508b20dd90d77d130360dd03639f92a6513905f
docs/adr/0026-about-component-directory.md,architecture-decision,adrs,11357,859a309142a09e55d9a382c63a38785275aaf72e5e9832f480f187dbfd698d95
docs/adr/0027-shared-project-census.md,architecture-decision,adrs,6737,bf6d7b2f776f9ccaf5b22cc1ba7fa05e2fb9792c566ae7581d49e37ff3160869
docs/adr/0028-local-openai-compatible-providers.md,architecture-decision,adrs,11955,09d80e4320a5830506fc2009423702a2b004efa6e9334fdd791c2e39ce985247
docs/adr/0029-host-adapter-extension-point.md,architecture-decision,adrs,34679,e9c9e45e8b97f08b39dc2cf61b78319957437d2301fea0ad30079ddd6d279a68
docs/adr/0031-capability-graduation-and-upstream-requests.md,architecture-decision,adrs,18970,397f5c3ce113a312e6d4414c2fb98c34579a12110a5af5034f708d031e52f6fc
docs/adr/0032-model-lifecycle-intelligence.md,architecture-decision,adrs,20314,b2c16b0e50ae74b7b1397a366db3339b2174b8bd2e63068faf23107bde01be90
docs/adr/0033-retire-codex-mcp-and-bound-qe-court-participants.md,architecture-decision,adrs,7311,97e84fdf02f86acfcda3f6da5fc32929b8ecf9ac98746a8117c842a581662735
docs/adr/0034-schema-native-handoffs-and-hermetic-seats.md,architecture-decision,adrs,6355,076f55aaae89f4aa9cdbcd6adbff56c6ab367817f8eb01f5d8b59ff11074bd10
docs/adr/0035-managed-deja-vu-companion.md,architecture-decision,adrs,13976,5de4616815a9f7ce2c3b981bbb45f0b14531bd0fe772b4a32ddf39b8b079c47a
docs/adr/0036-dashboard-client-modularization-and-shared-loopback-server.md,architecture-decision,adrs,12299,cee0651d53cab14d9c5d840b5c33253c93c463fa20df0d94e8a4bb1a6df9a96f
docs/adr/0037-complexity-program-structural-patterns.md,architecture-decision,adrs,7244,fdb8f56efafaa704a1ae1fc661db2cb7f621cbb9777d9541628426579d46f67f
docs/adr/0038-consistent-cross-host-session-metrics.md,architecture-decision,adrs,30970,50b4b938c429a538237982d4ef0bb76647019d284c3559a14a7e5e9c9a0810c6
docs/adr/0039-prompts-intelligence.md,architecture-decision,adrs,7667,c7b6149735299f6ceaa83dbd043771d71d4c1f72c22584f0675138ef340eeeb9
docs/adr/0040-codex-hook-audit-and-conservative-remediation.md,architecture-decision,adrs,9894,0c5f3e2904e6d59005c24612aa7d756abfe2fcddffe8be72dad8cc3be18a4498
docs/adr/0041-host-neutral-hook-configuration-assurance.md,architecture-decision,adrs,21972,f8064e1868d168b98e6da4b595a0995eb81a1ee75029345054110a807c58bd3e
docs/adr/0042-capability-aware-context-budget-intelligence.md,architecture-decision,adrs,12736,06577b327405ea10a1c7d8afab1c5003f22b25fdf2c733946d8cc1facd99c1ac
docs/adr/0043-managed-ruflo-browser-executor.md,architecture-decision,adrs,4476,cf870c11c3ded5b39c751b32e8f2d9d61f9c75bbbcdc4cf1980baeabd68576cd
docs/adr/0044-receipt-aware-maintenance-control-plane.md,architecture-decision,adrs,18551,3a3ce6c210d7f3637f7508acca97712570442ba4f353268ae82fb02cd086e548
docs/adr/0045-artifact-consumer-bindings-and-explicit-maintenance-scans.md,architecture-decision,adrs,8003,5c401cb1855a06a91e709c6d76f9f0e156b5dacdffd2c6f82b2d56138070ca32
docs/adr/0046-scan-local-observation-reuse-and-nonblocking-deep-scans.md,architecture-decision,adrs,10197,267d9bceda53620453ac422486023df142e33496eda71f952d57ee60d995b508
docs/adr/0047-streaming-observation-forest.md,architecture-decision,adrs,9240,5fc93c8408d98f20128ffe33f65b83821cd8af5016de9d34ddf425d0d55d2a83
docs/adr/0048-inventory-led-maintenance-resource-management.md,architecture-decision,adrs,38154,e02b888f6bcd48b6b3cb3d2178eafbfe5c4ef20713f7ee461ded0e6f4f034b94
docs/adr/0050-dashboard-project-identity-and-context-reporting.md,architecture-decision,adrs,12422,405968290d517b6a4495960020fad0e6728884ef10aae23d215d567e96cf986d
docs/adr/README.md,architecture-decision,adrs,31200,de37c33ecff90b0938b05d45fefbd63aadec19585855d1c1512e2d15593a678b
docs/archive/2026-05-28-superpowers-plan-ruvector-self-learning-aqe-security.md,historical-archive,history,34741,1f276e1db82cf9961b34489cd0c373b5b32e47544934056779bc9b236bcb8132
docs/archive/2026-05-28-superpowers-plan-self-improvement-eval.md,historical-archive,history,37209,63c7b4d810cb52b7134bec2294246fde5235dec97d5306cf2050712173f0a1ad
docs/archive/2026-05-28-superpowers-spec-ruvector-self-learning-aqe-security.md,historical-archive,history,19831,a8ca18229bc43de61910c520cc77674192d9c1749176a6dc0a0c4a1a70899961
docs/archive/2026-05-28-superpowers-spec-self-improvement-eval.md,historical-archive,history,18920,48bb607b9b280d98013496878e278163d47469c28315060e5f5da10244690012
docs/archive/2026-05-29-superpowers-plan-daemon-statusline-resource-fix.md,historical-archive,history,22756,d200c8f877e80226c6e383a574e943a5d3afa577b95596fad87fe87fa0d75cb5
docs/archive/2026-05-29-superpowers-plan-install-onboarding-ux.md,historical-archive,history,37312,7d7fa56f2d28d9bb382b4a3fadde530089fdf710cddae1f86e21ca2eb242a583
docs/archive/2026-05-29-superpowers-spec-daemon-statusline-resource-fix.md,historical-archive,history,10872,9476332d2185909c2f72fcfeb83ac8c01dd3254b83e7cd01361b10f08922e89b
docs/archive/2026-05-29-superpowers-spec-install-onboarding-ux.md,historical-archive,history,12187,0904f53443933ea6b528a9275ac222be11e48a74e5388f056ddc83b966985ecb
docs/archive/2026-06-11-token-consumption-recurrence.md,historical-archive,history,11390,d95de2b43908e3bee26d2363fccd8f1630104b5d2633b7e50882787eee95bec1
docs/archive/2026-06-token-consumption-incident.md,historical-archive,history,16326,995957bf17c1e019fab6b5ca36e01d241678c505dc80c4377b6b59a9018eb43a
docs/archive/2026-06-upstream-findings-f1-f6.md,historical-archive,history,17728,4785eb209715b423ac63cbe4c3ca8b184eae31dd04f7dac3fc199e96852b0172
docs/archive/2026-07-14-shell-kit-background.md,historical-archive,history,16275,07dc261fe8a3e1a7afb105455b79296ade7c20fe646530c0938ab76b1276d1c4
docs/archive/2026-07-14-shell-kit-conditional-blocks.md,historical-archive,history,9378,fbb8208e44d709d0b53e4f20a325fd734dab7d6b596404d9a31673ef68674d69
docs/archive/2026-07-14-shell-kit-readme.md,historical-archive,history,31963,c03a99de4b0c2f6ea2ae7019550425069eb4b8726110e01cd36660dc1451e3ce
docs/archive/2026-07-14-shell-kit-troubleshooting.md,historical-archive,history,19812,9deca8e35ada2c02d9f30d35d2651176bf48b1d78ffb2aab5ce4d2a5511c421c
docs/archive/2026-07-25-superpowers-spec-usage-scorecard-followups.md,historical-archive,history,14467,f6c59af4d4791ef0227fea7d90fa943d63de4f4d2cf3abf71ce9c6238bc75162
docs/archive/2026-07-25-superpowers-spec-usage-scorecard.md,historical-archive,history,14877,2311fc66da7ca2de8b988554d324fed4e7007b8034b3a92b8d440f5522380592
docs/archive/2026-07-25-usage-scorecard-followups.md,historical-archive,history,3893,347195dd4f2fcdc3666c04b67b30a1f56bc2d7fece9abdf6ebeb2dbb09dc9c35
docs/archive/2026-08-13-artifact-host-provider-consistency.html,historical-archive,history,53049,87e5fffb79d6add92b5990b4930f0cda71649b5d2ce6da840f4e8bce22c12fbb
docs/archive/2026-08-14-artifact-adapter-contract-dossier.html,historical-archive,history,46761,e81e1b410ffe3506b27b5943e2aa04e76e99178c2beda2b27beef068980dcda9
docs/archive/2026-08-16-artifact-host-extensibility-explainer.html,historical-archive,history,76203,ae3e699514b07b6553da3e06063350ecdf718963aa7a84ebd5a3f02fcb1a6794
docs/archive/2026-08-25-swarm-prompt-issue-110-model-lifecycle.md,historical-archive,history,21443,39f0ef938532e07200b3bf8c75c042ef92e81456e72b624393ab203c8cbd2610
docs/archive/2026-08-28-superpowers-plan-scorecard-matrix-a.md,historical-archive,history,43757,a6637356a8e1a395bdfb3f61d8d9f9292f130ac6da7b8556ebcd286b8942ed4e
docs/archive/2026-08-29-superpowers-spec-prompts-view-design.md,historical-archive,history,16744,bd1d994bc51fd9c61474a8143c8807ce56f3946cb771e93cbdc9eccf9a314f50
docs/archive/2026-08-31-superpowers-spec-coaching-panel-redesign.md,historical-archive,history,12548,5793ff22101fffe15a7229d0a5ddff20c22706c761107c4e453671c6b6988657
docs/archive/2026-09-04-design-maintenance-overhaul-acceptance-criteria.md,historical-archive,history,25313,a9933e3625f1b922760a7c2654be1cee479ad4b44f3149518c2f36af72d2aa14
docs/archive/2026-09-04-design-maintenance-overhaul-discovery-and-scan-policy.md,historical-archive,history,13977,482452a4ffe62ad0e648b53839345c7b443fa33f48b6917bf6fc25a0bda754d4
docs/archive/2026-09-04-design-maintenance-overhaul-domain-model.md,historical-archive,history,16952,21a9aadc438f0bdc5862ecd245c20e8666528420ff563843cdb9ac5fc43a86ce
docs/archive/2026-09-04-design-maintenance-overhaul-experience-specification.md,historical-archive,history,23999,b660f136d6b413ecf3abec6855eacc8dc38607c42adbb1fa136cfa805dac113d
docs/archive/2026-09-04-design-maintenance-overhaul-migration-plan.md,historical-archive,history,14755,80be021bcfe6da762a316e977e49bddbf7bb3ee0b5185eaab47218a65418ef11
docs/archive/2026-09-04-design-maintenance-overhaul-overview.md,historical-archive,history,10177,dfc83503113c8f685675f4d9e3a9991be3ab15483a89d4953f8a49ee47bf424c
docs/archive/2026-09-04-design-maintenance-overhaul-provider-and-action-policy.md,historical-archive,history,16976,9b42aa6c7a15f5e447935529eac0ec42880a3228a7341da627138cf011d9b400
docs/archive/2026-09-07-validation-maintenance-option-a.md,historical-archive,history,6407,67780f64db060c22f284c0d7ce362553bfdcec23bbbf1833849fcc0672b9ecaa
docs/archive/2026-09-08-artifact-maintenance-progressive-inventory.html,historical-archive,history,27874,4deabbf4b8ec94cb1fec4b7e84b9a4f2ed2dce13a35be06febbfdbc0904cbf08
docs/archive/2026-09-08-design-maintenance-focus-mockups.md,historical-archive,history,6075,85ba31ea142bd41e0a2426f6d5d5bce18fce5d55020d0a99803f94af399fb9c9
docs/archive/2026-09-08-design-maintenance-language-coverage.md,historical-archive,history,3039,b38dd41d4ca2e592891b8d8bc99f0157fc58fd9dc911551fc38eba3a38ca5850
docs/archive/2026-09-08-design-maintenance-project-metadata-adapters.md,historical-archive,history,5182,bba81dd8e3f59aca3f7516303cc33b236c7b3a16f11632d2ab57955b08fd3258
docs/archive/2026-09-08-validation-maintenance-focus.md,historical-archive,history,3310,797948a60756291378add1a86a3398b164d479551ce77c50e3036bbc31295852
docs/archive/README.md,historical-archive,history,19429,325e1bc393653a11e72db170252c3007458ea5e9062999999e4b8ff2c547af4e
docs/assets/about-tab-mock.html,supporting-artifact,history,30225,0b4f9b549fc509f84ef6569b084edb8b0add8ead70f73d081845bb0b9209fcc8
docs/assets/system-tab-mock.html,supporting-artifact,history,46281,1b907bac2dc84d8ded3e5e5dcf88865aaa307d9a33f3c0fd6734bc847d744bec
docs/assets/transcript-mask-truncate.svg,supporting-artifact,history,7346,e667320c3da8897002c73be0e1a8cbaa4c2c3e24331997e66638a2a82ab1b884
docs/assets/transcript-pipeline.svg,supporting-artifact,history,9547,28ac179d32231a06024ed8d562751277189684cd15b7bd1a6f1beb394ced2ac5
docs/assets/transcript-read-paths.svg,supporting-artifact,history,7006,ac400b6c037751932b04ebe0d3e8a72d89ad9c76a92f6d693d0c91cc5458de03
docs/assets/transcript-turn-attribution.svg,supporting-artifact,history,9334,46f0b5794635e012ff439df4fef7dacc88caae3ed3d43dc18cd9a6c8a03ef2b7
docs/assets/usage-classifier-confidence.svg,supporting-artifact,history,8608,c8afee664efb9c691dd704103694bef295d77aed6b52c661df136a3bf8c17ab5
docs/assets/usage-classifier-layers.svg,supporting-artifact,history,9517,040374c844ca8c50138e1ee9e5be285dc2353bc9631cd589f60e4e26f3805800
docs/assets/usage-token-accounting.svg,supporting-artifact,history,7278,4c7a2c479e04f93a6e3b5f04c48910e7de4991089f63f69a236e0eb0aaf748cb
docs/audits/2026-09-09-aqe-integration-repair.md,dated-evidence,history,8129,b766d0e368344b8c8cb2f0b1fef0bc74801dafa5c53abce4961f95ac5d29b0dc
docs/audits/2026-09-09-memory-brain-alignment.md,dated-evidence,history,3176,b90fbd75a65c37f89e0d7f5f949b7104abe6d8927f43fe41ab6faf9e5f6780b4
docs/audits/2026-09-09-ruflo-cross-host-alignment.md,dated-evidence,history,18794,dd5f564dcb8cc42971e8b38ad49c020ec6a470f6d9a42046e33f28e8a0a9d29a
docs/audits/2026-09-09-ruflo-remediation.md,dated-evidence,history,4174,b0569fb518bdbe2ab57a64ba870ecdaac369ee60e873c79e631ee8dc5e20dcbb
docs/audits/codex-hooks-audit-2026-09-01.md,dated-evidence,history,22057,168f041de658869189f8f83e94de666bf1c76ab3cd4d5bf835d0be6bc469d4ef
docs/audits/codex-hooks-inventory-2026-09-01.json,dated-evidence,history,14594,d74010530d40dbab045c0480c170f73f11a1a33a49d8b513519a37f186635059
docs/audits/codex-hooks-remediation-2026-09-01.md,dated-evidence,history,6257,b8c8aab4f6a1f21b5132307fc9994be189f4abb92fbf93e485428cda005305a9
docs/audits/context-startup-stop-audit-2026-09-02.md,dated-evidence,history,15594,2fbea205ad976c548633524792d2f827c2fa7efd5d78d5c742ef62a77dcd4ba1
docs/audits/host-neutral-hook-healing-2026-09-02.md,dated-evidence,history,6987,85cfd464ab50c989b0868a99080b885e283f795305d340604bff2bac1322fa27
docs/audits/host-neutral-hooks-follow-up-2026-09-01.md,dated-evidence,history,7868,21dd8a19499deda3a4c2c7c6ed8557fabd997887ce2ca6fd4e381408291fbce6
docs/audits/host-neutral-hooks-report-2026-09-01.json,dated-evidence,history,1546,2f4f0bca27b4bd29d59b8c703cf888aa8a620b097f8b6246695c367f1e339ec8
docs/ddd/README.md,domain-model,ddd,3761,88c91da4e57bd735ccd8084f369002060a0f0c5ca32d3059865bc9214a09b8c2
docs/ddd/component-directory.md,domain-model,ddd,13947,64d7704b0fc031e2e00c88ffbe6f17a34f6ca4d8869a4563291788eafdbcf4fe
docs/ddd/context-budget-intelligence.md,domain-model,ddd,6538,9287abab05df472acfaaf8a3b04c9a305d747efb2f20aabd87eeb7b411228043
docs/ddd/context-map.md,domain-model,ddd,23569,13fccb0b7f3838252549b926498359cb92607b598597be27a0cd6a01420fa7b0
docs/ddd/hook-configuration-assurance.md,domain-model,ddd,10447,fd4ec2f8177e6bbbb20f9aad3d50ab106ff5f9c0eae78a99f075b04ec3620a3e
docs/ddd/integration-management.md,domain-model,ddd,11153,80aa0fa6f4cbb8cce5d1bec6c2d6e33d26668f7673d1f6d5cc6aff4c7ffe8e90
docs/ddd/machine-footprint.md,domain-model,ddd,63849,fd3f30079ab4af3955aea415a975995275c797d128b51d08301d35e3b7613d34
docs/ddd/maintenance.md,domain-model,ddd,31404,d6dc2d3ec367b686d3589c15e230f95b8a616b7490ee23ff015f7874b5c38906
docs/ddd/model-lifecycle-intelligence.md,domain-model,ddd,14827,3451eeba3a9526fd9b92f13bfc6f99ed67c18b8f069db3b55ca0633a61f3ecc0
docs/ddd/observability.md,domain-model,ddd,46643,0f08a8d312d7efa72ec858467f2cb6ceea8b2334a201653ab522654eac50f547
docs/ddd/project-intelligence.md,domain-model,ddd,18814,1e1739f501fe2ce769bc7974275b30441edfe9fd68e41f877ba7cbde2938d7c6
docs/ddd/prompt-telemetry.md,domain-model,ddd,2619,3990c9c36f4f81b97b9a01d6ca7697d9e0748fb7cfac7677da3cbd365e41aedc
docs/ddd/routing-and-orchestration.md,domain-model,ddd,7348,d30a68f4e9515e7f97cf709958b3253029183dbd7e2eebc5963460654a19c086
docs/ddd/ubiquitous-language.md,domain-model,ddd,31703,7377a6403188fe84193c2cccd358475dbb0b5b64d8e82a1f1fb6c29a2b330023
docs/evidence/aqe-repair-source-receipt-2026-09-09.json,dated-evidence,history,5006,cb0f2dd9e34239cf4e2840ccbd9af221bfa303d9b6431e0d5eb9dccf43f1835e
docs/evidence/claude-2.1.266-hook-timeouts.md,dated-evidence,history,1752,679ae7360fa4b8b49942a88f894e2ddb12daf514b13c33f61931ce06ed08b28e
docs/evidence/codex-context-0.153.4.md,dated-evidence,history,2980,c66102ac5371c78d19e06de065d1bad13b46a298f75489635f87d4b769441a65
docs/evidence/dashboard-project-context/README.md,dated-evidence,history,3624,570ae0b5ed3f685508f069fdc05ff2b9278075cbff13aab3999d01d445c27f6b
docs/evidence/dashboard-project-context/context-390.png,dated-evidence,history,51612,74e70427d7c9a26e971f9ef4c9c9a0b3320ca40f23ee7124402678ed535bd58a
docs/evidence/dashboard-project-context/context-768.png,dated-evidence,history,57096,7e60c3d81a829c1bf5e094e9f69380159fe6e8d6485719e7f22cac4781e4a662
docs/evidence/dashboard-project-context/context-desktop.png,dated-evidence,history,64251,0027f53ca09ff806740d2c802765c7e9d3a10cae4be54ca97370ce693bc29f8a
docs/evidence/dashboard-project-context/context-models-desktop.png,dated-evidence,history,88847,f15ac88e46e40475c4dd328f2aa425339df8bfd1fa730c54f50003237cad591a
docs/evidence/dashboard-project-context/coverage/context-coverage-1440.png,dated-evidence,history,142353,8150788af7b508dd4d51fc686a1ffbaec51147622a939bc5586026221430b6a1
